DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1985,44.47402572631836,0: Units,PCNT: %,,,41.47126007080078,47.47679138183594,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1986,43.99984359741211,0: Units,PCNT: %,,,41.05541229248047,46.94427490234375,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1987,43.54381561279297,0: Units,PCNT: %,,,40.6542854309082,46.433349609375,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1988,43.0997314453125,0: Units,PCNT: %,,,40.26263427734375,45.93682861328125,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1989,42.6574592590332,0: Units,PCNT: %,,,39.87206268310547,45.44285583496094,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1990,42.20985412597656,0: Units,PCNT: %,,,39.47672653198242,44.9429817199707,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1991,41.77499771118164,0: Units,PCNT: %,,,39.09220504760742,44.457794189453125,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1992,41.328792572021484,0: Units,PCNT: %,,,38.69691467285156,43.960670471191406,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1993,40.878108978271484,0: Units,PCNT: %,,,38.296905517578125,43.459312438964844,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1994,40.434593200683594,0: Units,PCNT: %,,,37.90232849121094,42.966854095458984,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1995,40.00803756713867,0: Units,PCNT: %,,,37.52180480957031,42.494266510009766,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1996,39.59865188598633,0: Units,PCNT: %,,,37.156192779541016,42.041107177734375,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1997,39.187843322753906,0: Units,PCNT: %,,,36.78567886352539,41.59000778198242,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1998,38.77634048461914,0: Units,PCNT: %,,,36.4111328125,41.14155197143555,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1999,38.36096954345703,0: Units,PCNT: %,,,36.0301513671875,40.6917839050293,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2000,37.93919372558594,0: Units,PCNT: %,,,35.64093780517578,40.237449645996094,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2001,37.51607131958008,0: Units,PCNT: %,,,35.248416900634766,39.78372573852539,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2002,37.07707977294922,0: Units,PCNT: %,,,34.83734893798828,39.31681442260742,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2003,36.62637710571289,0: Units,PCNT: %,,,34.411712646484375,38.84103775024414,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2004,36.16850280761719,0: Units,PCNT: %,,,33.97570037841797,38.361305236816406,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2005,35.706790924072266,0: Units,PCNT: %,,,33.53244400024414,37.881141662597656,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2006,35.2369384765625,0: Units,PCNT: %,,,33.078125,37.395751953125,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2007,34.76387023925781,0: Units,PCNT: %,,,32.61615753173828,36.911582946777344,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2008,34.28752899169922,0: Units,PCNT: %,,,32.14665603637695,36.42839813232422,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2009,33.805572509765625,0: Units,PCNT: %,,,31.667301177978516,35.94384002685547,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2010,33.31688690185547,0: Units,PCNT: %,,,31.17700958251953,35.45676803588867,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2011,32.82355499267578,0: Units,PCNT: %,,,30.678619384765625,34.96848678588867,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2012,32.324684143066406,0: Units,PCNT: %,,,30.169815063476562,34.47955322265625,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2013,31.827014923095703,0: Units,PCNT: %,,,29.65825653076172,33.99577713012695,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2014,31.34074592590332,0: Units,PCNT: %,,,29.155502319335938,33.5259895324707,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2015,30.871662139892578,0: Units,PCNT: %,,,28.66836166381836,33.0749626159668,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2016,30.4012393951416,0: Units,PCNT: %,,,28.176746368408203,32.625732421875,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2017,29.962072372436523,0: Units,PCNT: %,,,27.71653938293457,32.207603454589844,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2018,29.544872283935547,0: Units,PCNT: %,,,27.277755737304688,31.811988830566406,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2019,29.136924743652344,0: Units,PCNT: %,,,26.846582412719727,31.427268981933594,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2020,28.730024337768555,0: Units,PCNT: %,,,26.414216995239258,31.04582977294922,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2021,28.341758728027344,0: Units,PCNT: %,,,25.99937629699707,30.684141159057617,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1985,50.61601638793945,0: Units,PCNT: %,,,44.968807220458984,56.24755096435547,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1986,50.05992126464844,0: Units,PCNT: %,,,44.54914474487305,55.569244384765625,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1987,49.50381088256836,0: Units,PCNT: %,,,44.12884521484375,54.89027404785156,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,1988,48.94782638549805,0: Units,PCNT: %,,,43.70787048339844,54.211002349853516,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
