DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1985,5.520406723022461,0: Units,PCNT: %,,,4.360088348388672,6.68072509765625,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1986,5.49244499206543,0: Units,PCNT: %,,,4.354963779449463,6.629926681518555,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1987,5.464097499847412,0: Units,PCNT: %,,,4.3473405838012695,6.580854892730713,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1988,5.434791564941406,0: Units,PCNT: %,,,4.33715295791626,6.532430648803711,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1989,5.404085159301758,0: Units,PCNT: %,,,4.324529647827148,6.483640670776367,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1990,5.371636867523193,0: Units,PCNT: %,,,4.309476852416992,6.4337968826293945,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1991,5.336158752441406,0: Units,PCNT: %,,,4.290655136108398,6.381662368774414,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1992,5.300175666809082,0: Units,PCNT: %,,,4.270349979400635,6.3300018310546875,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1993,5.263620376586914,0: Units,PCNT: %,,,4.248517036437988,6.278724193572998,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1994,5.226287841796875,0: Units,PCNT: %,,,4.225147724151611,6.227427959442139,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1995,5.187483310699463,0: Units,PCNT: %,,,4.200048446655273,6.1749186515808105,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1996,5.144421100616455,0: Units,PCNT: %,,,4.171605587005615,6.117236614227295,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1997,5.1046223640441895,0: Units,PCNT: %,,,4.1445794105529785,6.064665794372559,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1998,5.066850185394287,0: Units,PCNT: %,,,4.118044376373291,6.015655994415283,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1999,5.029520511627197,0: Units,PCNT: %,,,4.090734481811523,5.968307018280029,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2000,4.991291522979736,0: Units,PCNT: %,,,4.061598300933838,5.920984745025635,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2001,4.952243804931641,0: Units,PCNT: %,,,4.031384468078613,5.873103141784668,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2002,4.916609764099121,0: Units,PCNT: %,,,4.001399040222168,5.831820964813232,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2003,4.884053707122803,0: Units,PCNT: %,,,3.971560478210449,5.796546459197998,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2004,4.854743003845215,0: Units,PCNT: %,,,3.9422929286956787,5.76719331741333,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2005,4.82861852645874,0: Units,PCNT: %,,,3.913846015930176,5.743391036987305,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2006,4.8058671951293945,0: Units,PCNT: %,,,3.8860485553741455,5.7256855964660645,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2007,4.788660049438477,0: Units,PCNT: %,,,3.8600778579711914,5.71724271774292,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2008,4.7762451171875,0: Units,PCNT: %,,,3.8351759910583496,5.71731424331665,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2009,4.768096923828125,0: Units,PCNT: %,,,3.8102571964263916,5.725936412811279,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2010,4.763905048370361,0: Units,PCNT: %,,,3.7846202850341797,5.743189811706543,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2011,4.764822483062744,0: Units,PCNT: %,,,3.760007619857788,5.769637584686279,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2012,4.768984794616699,0: Units,PCNT: %,,,3.7329933643341064,5.804976463317871,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2013,4.774559020996094,0: Units,PCNT: %,,,3.703967571258545,5.845150470733643,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2014,4.778379917144775,0: Units,PCNT: %,,,3.673646926879883,5.883113384246826,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2015,4.778143405914307,0: Units,PCNT: %,,,3.6425623893737793,5.913724422454834,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2016,4.779642581939697,0: Units,PCNT: %,,,3.609790325164795,5.949494361877441,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2017,4.77090311050415,0: Units,PCNT: %,,,3.5766403675079346,5.9651665687561035,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2018,4.754520893096924,0: Units,PCNT: %,,,3.5430965423583984,5.965944766998291,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2019,4.735050678253174,0: Units,PCNT: %,,,3.5089142322540283,5.961187362670898,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2020,4.715703964233398,0: Units,PCNT: %,,,3.473839044570923,5.957569122314453,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNDEV_002: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2021,4.686152458190918,0: Units,PCNT: %,,,3.436455726623535,5.935848712921143,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1985,6.178290367126465,0: Units,PCNT: %,,,4.611179828643799,8.232023239135742,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1986,6.056490421295166,0: Units,PCNT: %,,,4.560122013092041,8.002708435058594,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WHO_AFRO: Africa,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1987,5.936939239501953,0: Units,PCNT: %,,,4.508779525756836,7.78061056137085,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,"https,//data.unicef.org/topic/nutrition/malnutrition",UNICEF-WHO-World Bank,MOF: Middle of fieldwork,,,Y0T4: Under 5 years old
